0.090136172080916+0.000000000000000i,0.114401463091350+0.007077233148813i,0.128829131476513+0.019394279040536i,0.128094831380518+0.033332578598086i,0.112099201775064+0.043604473112397i,0.086545154426810+0.046439663831557i,0.058933857904190+0.042927933582593i,0.031741943345591+0.034378057323329i,0.013792620845514+0.015212081036335i,0.023573728937145+0.006717201558987i,0.010896515190373+0.040741582496073i,-0.063867722127165+0.009966959241891i,0.002080294181669-0.107648187041680i,0.163237846730414+0.023604682799170i,-0.058417271199741+0.218371254043034i,-0.260192543175980-0.103458076793036i,0.148317361617446-0.276758493311363i,0.262851653605464+0.180187030044014i,-0.189711770615375+0.223056868239546i,-0.169326599877618-0.175317539334981i,0.143402734739550-0.115183460533835i,0.070386126991998+0.104482953557295i,-0.068175802349019+0.038768519268613i,-0.019327656894160-0.040038396394747i,0.021265281619754-0.008760270460607i,0.003622540785089+0.010261442763771i,-0.004517340045567+0.001367451234714i,-0.000468878329158-0.001820173257801i,0.000672597853697-0.000144050406684i,0.000038556957564+0.000228025640574i,-0.000070840547857+0.000008473386228i,-0.000001291467416-0.000020108888630i,0.000005129967315+0.000000000000000i,-0.000000400623412+0.000001020273659i,-0.000000964921496-0.000001580424052i,0.000000951565058-0.000006971802624i,0.000016665656016-0.000020006103898i,0.000083142687567-0.000027832992878i,0.000260054928326+0.000059142793164i,0.000529777405131+0.000505701860068i,0.000501527017181+0.001744664489154i,-0.000952921956543+0.003947639014607i,-0.005525183383709+0.006064118322172i,-0.014089175573588+0.005109567796448i,-0.024675686479558-0.002826667232807i,-0.032004257007674-0.019638171714757i,-0.029990855502040-0.042774743137363i,-0.015220524422581-0.065897483880807i,0.011706074678097-0.081448969798506i,0.046307576128795-0.082282846132055i,0.079431706638937-0.063437174906546i,0.098015371503347-0.026784801054568i,0.092004216450388+0.015330135336318i,0.063525145118815+0.045269002098725i,0.027362445320555+0.052458265191390i,0.000132609375791+0.040588116817302i,-0.010969610014631+0.022368601462194i,-0.009447897083818+0.008655483651058i,-0.002591496163256+0.002719781052324i,0.005032283666964+0.002050525980904i,0.013184159131171+0.002741758950135i,0.024220840360688+0.002258976049584i,0.040744398909640+0.000261139957335i,0.063561304716802-0.001489359243049i
-0.325538656340725+0.000000000000000i,-0.341466889626905-0.047992303010805i,-0.317266749961299-0.092897066105131i,-0.259986634301098-0.121234473293240i,-0.186615841874057-0.126275771458534i,-0.116038947940999-0.110575037387437i,-0.061187859465357-0.083365046793712i,-0.025700444720303-0.054480304466497i,-0.007875044378881-0.029797839263548i,-0.003765917297285-0.015658021444452i,0.002521183856779-0.013790549841353i,0.015403378100443+0.001746945404906i,-0.010054698545289+0.024870241701737i,-0.040851551667391-0.022419856902681i,0.039694053848514-0.058867397278536i,0.075202329129569+0.061525792873083i,-0.084169306040532+0.085847796278548i,-0.087633920376849-0.102033407270781i,0.110079706995446-0.079983515933568i,0.065279631378266+0.106067079381841i,-0.091538528926112+0.047660468512004i,-0.031146288226157-0.070936107967379i,0.049476277276926-0.018237048381461i,0.009582027271749+0.031131912117096i,-0.017714101481864+0.004526823782101i,-0.001927269407496-0.009136422947909i,0.004281583849790-0.000740627058280i,0.000256645251861+0.001827120784684i,-0.000711360630754+0.000079610092400i,-0.000021646354414-0.000253032547813i,0.000082288259598-0.000004888411230i,0.000000771876206+0.000024464123099i,-0.000006637478495-0.000000000000000i,0.000000073820549-0.000001635381037i,0.000000352379697+0.000000030212190i,-0.000000087324085-0.000000353736406i,0.000001383427533-0.000002917785763i,0.000014428735414-0.000008793924183i,0.000071698627592+0.000001136683769i,0.000217694424374+0.000140584565494i,0.000349064522599+0.000736435448721i,-0.000249028605981+0.002242948365095i,-0.003409896641653+0.004367688951604i,-0.011358178578167+0.004225346926946i,-0.023228156778811-0.004597430660509i,-0.030393834124316-0.028140283159398i,-0.017465415953819-0.062569472173673i,0.025250156485271-0.087879573297191i,0.085468118653075-0.077805577390736i,0.129010720973001-0.024181195702258i,0.124932764931400+0.048297646764938i,0.073982586145619+0.098041115836108i,0.009032220947189+0.100810065195264i,-0.033909609045689+0.066932014099839i,-0.042857713488059+0.026200993792548i,-0.030522121625256+0.001187949355658i,-0.016204737815976-0.004066411928974i,-0.011632639824235+0.003344785675452i,-0.020318587071039+0.016343688249999i,-0.043425679214418+0.031623315763624i,-0.082862076943472+0.046883474268542i,-0.139234491998929+0.057486814549171i,-0.207675722891708+0.056351109430567i,-0.275665012552290+0.037349697406429i
-0.308462230310106+0.000000000000000i,-0.338311566947648-0.040227024505882i,-0.332089883178678-0.079383821611274i,-0.291835316220461-0.106146193403103i,-0.229585789700083-0.113984419212880i,-0.161724725551059-0.103745961417468i,-0.101796670863160-0.082289596812438i,-0.056414500216014-0.056976754831015i,-0.029219301931714-0.033325994175001i,-0.016406326260186-0.021927052351691i,0.002876209684367-0.015786660730090i,0.006440646408637+0.014584503964621i,-0.038322031681486+0.004027283369120i,0.006283138961656-0.066003806947834i,0.097633943981479+0.033197667194543i,-0.076811163478263+0.125961612755022i,-0.139953384121799-0.131053532200113i,0.183218957526129-0.132095475964840i,0.102891973674242+0.217952699048770i,-0.224583116609159+0.061234592145065i,-0.020074131643620-0.202419032144728i,0.160480335131762+0.009957530233933i,-0.024765352430517+0.112266555155712i,-0.069398143141010-0.026702886939680i,0.021360217150554-0.037904587731423i,0.018264187309205+0.014034491143437i,-0.007867499897793+0.007736563301192i,-0.002862327201279-0.003832806701862i,0.001639456218062-0.000914089415752i,0.000246236198686+0.000619588560059i,-0.000207715567557+0.000053077399355i,-0.000007719342172-0.000061941647924i,0.000016513430573+0.000000000000000i,-0.000000225435644+0.000004051157951i,-0.000000196378066+0.000000959220435i,-0.000000092925021+0.000005156360367i,-0.000009850102585+0.000016550563556i,-0.000054065072887+0.000032390584428i,-0.000186126811241+0.000012806839527i,-0.000467213089464-0.000184249850022i,-0.000873608544787-0.000880455622135i,-0.001103796221599-0.002623999812075i,-0.000225673761801-0.006152898561233i,0.003981079133555-0.012004330854776i,0.015672177163452-0.018934763713639i,0.039547532060553-0.020678496012406i,0.074533432769822-0.004080652283772i,0.104866589410684+0.044219328915223i,0.100789772172712+0.120585576344709i,0.039629422472663+0.191865936906730i,-0.065449294861200+0.210196630859937i,-0.162556758385262+0.152503655404681i,-0.197960063851159+0.046476096148810i,-0.159812658865229-0.049014837022425i,-0.083609333248912-0.091126715471244i,-0.017246193415576-0.079789707297891i,0.014391755006591-0.043682064754001i,0.014622801875444-0.009676512944301i,-0.002770981164878+0.012898046003421i,-0.029851529141543+0.027490327930273i,-0.067449106149618+0.038840729064389i,-0.118971890267346+0.046552201126309i,-0.183329644161963+0.045574101846724i,-0.251567984163649+0.030450596422440i
0.334757127085975+0.000000000000000i,0.371602386838357+0.043982240644848i,0.368958052067657+0.088451430965217i,0.327509924024620+0.120419055927801i,0.259683239820916+0.131587326306492i,0.183448116021645+0.121707837270647i,0.115234481469443+0.096880390369735i,0.065999476098649+0.067882444873616i,0.032322938095289+0.046705533583835i,0.003467600291388+0.022828773145243i,0.010661703054351-0.010063861333696i,0.041247078448016+0.024245584599458i,-0.047722240488436+0.064999280624396i,-0.085097443199252-0.097331280933032i,0.168930050666582-0.094232845520256i,0.078280750233535+0.250733218117728i,-0.322950987521847+0.030616644007693i,0.041658256781427-0.362399181876494i,0.354016198934493+0.118732143107116i,-0.176596223569693+0.299663921378242i,-0.217517122828557-0.198955965970813i,0.184591993713301-0.132484026512257i,0.064378878053214+0.145624233408739i,-0.099139982236921+0.021269238625029i,-0.000460913284521-0.058656611492546i,0.030236300448149+0.005944526230446i,-0.005649596370904+0.013565449718208i,-0.005270982838067-0.003557373245811i,0.001775790977300-0.001754693561516i,0.000489352811356+0.000742066717633i,-0.000265689267675+0.000108494326916i,-0.000016129018942-0.000082447106487i,0.000022397482075-0.000000000000000i,-0.000000543395683+0.000005541223264i,0.000000196220947+0.000001807960872i,0.000000024794286+0.000010639275069i,-0.000020978562882+0.000035371133593i,-0.000123516247615+0.000068670361538i,-0.000439797763762-0.000008685624110i,-0.001059195965547-0.000644924318064i,-0.001508777619135-0.002783610824109i,0.000222783892313-0.007317996972615i,0.008111364604120-0.013010700418242i,0.025703828620882-0.013592267370715i,0.049891438081480+0.002009902441782i,0.065501827564839+0.041676722809507i,0.050281710867760+0.097025358890395i,-0.006592316564878+0.139070110679029i,-0.086911956823327+0.134942558978644i,-0.148891333788508+0.076503644115814i,-0.157684832993891-0.007607142830009i,-0.113323064884526-0.072580408538734i,-0.047998759384534-0.091871064513932i,0.002589727770475-0.072131485271443i,0.023768969889999-0.038989746407712i,0.022980687988379-0.013830856760648i,0.015374844590579-0.003438005177923i,0.012021124562790-0.004603804786052i,0.018194780411492-0.012432293195736i,0.037042497045572-0.023896843473807i,0.071945654936476-0.036570980846842i,0.125192751315915-0.046302449624104i,0.194411295892190-0.046800588658422i,0.269764922954424-0.031994466861826i
0.099443480115276+0.000000000000000i,0.095636284279567+0.038486480769288i,0.073349639212070+0.071162925971400i,0.040299289646549+0.087671876204207i,0.007997524604752+0.085089371920438i,-0.014499941041545+0.068373756696821i,-0.024241475276450+0.045985858118354i,-0.022832600634815+0.025537314642694i,-0.015677389327873+0.013636239823492i,-0.014065088221018+0.008433579486877i,-0.013251578305970-0.006650096819522i,0.014108555640931-0.013541162840238i,0.020665606645926+0.031762541988265i,-0.055357952147514+0.030507366610701i,-0.037965373215808-0.085402009125814i,0.119264988660322-0.040174474445082i,0.035089448294865+0.150197553660076i,-0.170298569133142+0.022621834668255i,-0.005608888440728-0.173761382837816i,0.159439880099770+0.011159566476355i,-0.023148411960377+0.131441043171686i,-0.097237575703944-0.028067511401905i,0.026483118284360-0.064453631447216i,0.038205219648891+0.020909487456301i,-0.014226927717445+0.020199417425120i,-0.009492024305544-0.008465720600068i,0.004442216783202-0.003944339854625i,0.001438179419486+0.002065826368007i,-0.000854109474723+0.000454243454636i,-0.000121341650617-0.000314576607002i,0.000103340223266-0.000025990953587i,0.000003786786207+0.000030284161505i,-0.000007781493281-0.000000000000000i,0.000000885564644-0.000001470671963i,0.000002105023647+0.000003157465863i,-0.000000349665595+0.000014792444020i,-0.000029677150989+0.000047421033367i,-0.000171479747015+0.000087335507951i,-0.000597816644277-0.000044182599573i,-0.001373116458176-0.000986790773661i,-0.001655415958968-0.003990078564640i,0.001659070368089-0.009858665547979i,0.014027108846348-0.015581717709422i,0.038471531346491-0.010430260216525i,0.065350039448418+0.021359571336609i,0.066535235374512+0.084664432823653i,0.010505775751728+0.152961777548451i,-0.101819223425908+0.170702303932586i,-0.214783147227269+0.095355654166629i,-0.248524185954854-0.051777541323225i,-0.168397166808117-0.186128906078506i,-0.022861788654659-0.226303642767113i,0.096587970442400-0.162489122061956i,0.132708478513671-0.055811213284812i,0.097344135535943+0.023339563736356i,0.040512711595617+0.047929843166476i,0.000969269189588+0.034254297509919i,-0.013019976872458+0.009605398670287i,-0.010929905094706-0.011407476322321i,-0.001728241679783-0.027620290501361i,0.012658089138257-0.041121406130747i,0.033601840824206-0.050072758006994i,0.059884800863417-0.048675764307723i,0.085044113020182-0.031782051377988i
-0.197889045351992+0.000000000000000i,-0.213399722939270-0.033635011260000i,-0.203410568438836-0.065810977320106i,-0.171014108215999-0.086826387544874i,-0.126301571171330-0.091506291931578i,-0.081406115140083-0.081233763383760i,-0.045173125865850-0.062281983425219i,-0.020797683997168-0.041514676593197i,-0.007875457333702-0.023779530694325i,-0.002879506045886-0.012781206234459i,0.000233295325042-0.007132377407176i,0.002081254563366-0.003188126210410i,0.005049881028787+0.001221653796253i,-0.003686573529379+0.013783132709789i,-0.030642225545844-0.010096038731014i,0.024568063252104-0.053987708704332i,0.078740711880011+0.049740373140494i,-0.083320122736151+0.096507970456620i,-0.099492513861518-0.117296790339323i,0.140798542683525-0.085313054123050i,0.058846620534214+0.145619021873619i,-0.130690121957678+0.029523473337237i,-0.006107323412087-0.102256906945355i,0.069942869851287+0.007244608633210i,-0.011416690589064+0.041863247201536i,-0.021910194264410-0.010030620652591i,0.006729768708117-0.009998784908052i,0.003954993715067+0.003725147687016i,-0.001755121391056+0.001340570557628i,-0.000380630314272-0.000714892783353i,0.000253909713476-0.000085900571328i,0.000013013461837+0.000079019147595i,-0.000021575507934+0.000000000000000i,0.000000970689201-0.000005125013548i,0.000001325213296+0.000000817291952i,-0.000000247951869+0.000001744272153i,-0.000002347631251+0.000002803351943i,-0.000004632455377+0.000000348082640i,0.000014049697565-0.000005461008021i,0.000109660131962+0.000050762991161i,0.000270916714070+0.000448992107123i,-0.000031882116777+0.001738453227935i,-0.002580470062195+0.004042003069341i,-0.010203333098593+0.005032046599406i,-0.023523285279231-0.001959924516212i,-0.035130560013111-0.025203427647438i,-0.028084571501926-0.064462550353822i,0.012742391794428-0.101106212361132i,0.080930263061751-0.104200821267884i,0.142128431225294-0.056227051644868i,0.156683789695986+0.024589328716745i,0.114082118739552+0.093493550442225i,0.042769044246854+0.115303118593718i,-0.015677818375777+0.090615024977465i,-0.039410637478718+0.047541573417865i,-0.034704647402342+0.013823022487232i,-0.020343159587134-0.000482761891306i,-0.010502906554717+0.000200299444128i,-0.010347160719302+0.008258220365466i,-0.020644024146603+0.019042997332452i,-0.042067085583979+0.030037823631868i,-0.075168224194441+0.037971051547806i,-0.117657657381011+0.037964674858848i,-0.162308740981658+0.025549999369064i
0.195420563796478+0.000000000000000i,0.197407494198793+0.013397849198928i,0.180754235444264+0.020745845840655i,0.151540183214738+0.020755953803069i,0.117686096496979+0.015648127458798i,0.085726399435610+0.009246638511161i,0.058731971728799+0.004811593818896i,0.036700364938363+0.001746822348660i,0.023774322077751-0.001977392194347i,0.019062951314151+0.004466283324405i,-0.004304141888502+0.012300694705762i,-0.014793675343716-0.025132347186028i,0.052738802952194-0.021105126111393i,0.017206318107897+0.089094018357079i,-0.133016289559305-0.002355681240513i,0.038700942060164-0.173554987124245i,0.196960973618359+0.087143148061457i,-0.135592702812535+0.193782081591636i,-0.163855172565405-0.169146701512441i,0.177595504523460-0.116858866140183i,0.067368401812442+0.160408661086807i,-0.126058376119628+0.027706111717363i,-0.003311807056023-0.086727285744306i,0.052404761593533+0.007221565696692i,-0.008886865051539+0.027841078130937i,-0.012994230459978-0.006730692576003i,0.003986290739125-0.005312217109288i,0.001890721376318+0.001972012193778i,-0.000837832293513+0.000579200898628i,-0.000149281935296-0.000310121467594i,0.000100838648116-0.000030717169588i,0.000004253007873+0.000028955964113i,-0.000007415616465+0.000000000000000i,-0.000000006257985-0.000001781971804i,-0.000000469946757-0.000000934263498i,-0.000001186712203-0.000005541089149i,0.000005786667167-0.000022082631788i,0.000054820694854-0.000062335942385i,0.000255210639846-0.000102262502714i,0.000825307818156+0.000075346556085i,0.001916658808670+0.001220226120152i,0.002835439943666+0.004901936220113i,0.000533297365491+0.012813615274716i,-0.011339605564479+0.023819055545488i,-0.039588848011996+0.029335362102184i,-0.082649204834422+0.012186263347929i,-0.120880573425074-0.043747706175882i,-0.119412569807166-0.134011656518367i,-0.051908431581167-0.221372833891254i,0.069397217062985-0.251896301622372i,0.189457231424784-0.195615268767034i,0.245944381943750-0.075968878846515i,0.216095204162288+0.044515517440145i,0.130392965725906+0.111241205252140i,0.042649816869498+0.112581474984253i,-0.010442696541826+0.074865690739556i,-0.024502230144317+0.031997504047514i,-0.014364161998066+0.002159991526836i,0.005591007430744-0.014024061101496i,0.030220604670379-0.022854482428410i,0.060741517344381-0.028378701512879i,0.098058637496583-0.030151567503988i,0.138515401897733-0.025846320166970i,0.173984659353745-0.014839427283785i
-0.187654115590346+0.000000000000000i,-0.195869628939445-0.049200005324116i,-0.175512000075225-0.092986281982905i,-0.133770264681352-0.117827408252350i,-0.084793135323075-0.118622645252132i,-0.042108379316985-0.100059791290949i,-0.013078321918034-0.071890778586928i,0.000457432846673-0.043875496264256i,0.002820013944055-0.026112434195885i,0.009702412453601-0.017866473723307i,0.016526788476082+0.006097723280645i,-0.021603948780598+0.023145014731505i,-0.041214938201296-0.046061367339875i,0.080955194057954-0.063777201478444i,0.086165885328980+0.129289919094096i,-0.187413150854119+0.102796086163337i,-0.106904080652962-0.245382922775363i,0.289698856538086-0.094408619866372i,0.066986565184411+0.307947995830837i,-0.294270988059144+0.032066887332193i,0.000415440827844-0.252371177850487i,0.193908989860936+0.022611240817572i,-0.031820931538362+0.133225802635281i,-0.081665712606989-0.030408677859175i,0.023287187059649-0.044539963071279i,0.021534417549720+0.015052654999977i,-0.008402662979228+0.009182413755016i,-0.003426425776929-0.004099272412247i,0.001759743797250-0.001104595976073i,0.000300372909288+0.000667459310907i,-0.000224232346614+0.000065316964954i,-0.000009596365742-0.000066800272285i,0.000017555198622-0.000000000000000i,-0.000001076025121+0.000003848924459i,-0.000002043524158-0.000002596290331i,0.000000978097934-0.000011251028625i,0.000025200367786-0.000034591562039i,0.000137555803413-0.000057528690442i,0.000465561777875+0.000069326626435i,0.001038421908949+0.000856799342668i,0.001166428624917+0.003287752915406i,-0.001602502312320+0.008031085172398i,-0.011646870920055+0.012947300415480i,-0.031995843363641+0.010072880933502i,-0.057031991815587-0.013094514439017i,-0.067404288479147-0.063254792321555i,-0.038071888627909-0.126606247317491i,0.038982367010022-0.166671075095337i,0.136447759348137-0.147008065168837i,0.202653285699085-0.064482717636160i,0.199828366097737+0.040971003750824i,0.134476869310312+0.115034310397509i,0.049373468576146+0.129764347457511i,-0.012597611650419+0.097703063865332i,-0.035995788911864+0.051937201857254i,-0.031519383105208+0.018250271816228i,-0.017679045812797+0.004141095854163i,-0.006954409960191+0.005298930019312i,-0.004243786241175+0.015600158582942i,-0.011570334935822+0.031037171526875i,-0.031221303411515+0.047920519578885i,-0.064637791692586+0.060173468616420i,-0.108915763830012+0.059524267941468i,-0.154586519971401+0.039379971829038i
-0.010184828834327+0.000000000000000i,-0.008430476488321-0.016615979192728i,-0.000281879794616-0.034636983592729i,0.012705915355775-0.047801742905175i,0.026052928557928-0.051625693337859i,0.034790500963194-0.045809533863875i,0.036297239262957-0.033999694773871i,0.031505543649113-0.021088800320534i,0.023196985678370-0.010464606975677i,0.014363663892784-0.004259331569568i,0.008932414161443-0.001283908860987i,0.003406133334923+0.002904220902197i,-0.005178769581538-0.003052058917916i,0.010941072260493-0.013307529266076i,0.022534672116139+0.023782594815618i,-0.044431016098233+0.031153465643187i,-0.036329249649205-0.071012727917106i,0.098079084784583-0.034732787081931i,0.025279848839285+0.118285224068602i,-0.125328678499480+0.010330858353527i,0.005297495095373-0.117079394694449i,0.096630530382309+0.016810607260311i,-0.021747147814209+0.070528728546968i,-0.045522646827348-0.020653229710935i,0.016014625399237-0.025956903822417i,0.013045471607963+0.010544858838893i,-0.006008688929312+0.005755761976348i,-0.002214121642205-0.002994443040538i,0.001313529009342-0.000733675949599i,0.000204601451909+0.000509260637814i,-0.000174981878437+0.000045549092345i,-0.000006849889802-0.000053364838948i,0.000014347515444+0.000000000000000i,-0.000000979651839+0.000003185068154i,-0.000002179938939-0.000002589260708i,-0.000000196822691-0.000011620824694i,0.000020335506664-0.000037556849633i,0.000121953931979-0.000075876122455i,0.000436348130486-0.000016137427551i,0.001061901460558+0.000557993889059i,0.001593705818839+0.002514982054675i,0.000273516277081+0.006668956916227i,-0.006296284340213+0.011951501775554i,-0.020935345216519+0.013054021021048i,-0.040626599059312+0.001057599676522i,-0.052675883993527-0.029429502648413i,-0.040136909073319-0.069996037363972i,0.002596894157711-0.097060624445986i,0.057841058555427-0.087690631750013i,0.093258081325503-0.041560042429640i,0.087885068356518+0.014718353945586i,0.049967747001488+0.048871389087866i,0.007684422947022+0.048856693097600i,-0.016033262845281+0.027564730334509i,-0.018169838353984+0.005875919650598i,-0.009707963732202-0.004806214800623i,-0.001645575932897-0.005515799045423i,0.002125153147144-0.002119620775066i,0.002923483796692+0.001552300113853i,0.002795125221786+0.004949752264493i,0.002262337329251+0.008683603337093i,0.000602015390237+0.012399483830623i,-0.002814163285286+0.014031647650594i,-0.007245335438688+0.010568480812827i
0.098261542412184+0.000000000000000i,0.110399884729031+0.021502478515604i,0.108616661205815+0.042588897650441i,0.093664363202202+0.056818974568582i,0.070680771638429+0.060572555272343i,0.046331633299204+0.054456822222645i,0.026012909429100+0.041917168117228i,0.013237170981525+0.027969788180631i,0.006117460956323+0.019105419263447i,-0.004031232767124+0.011691083669280i,-0.004820718097745-0.007923989234064i,0.024819582196014-0.005885755672296i,0.010076665947954+0.047259758031200i,-0.078670567591936+0.011265334500366i,-0.007949949064619-0.120081670077065i,0.166640156512578+0.001133564051248i,-0.016613950806439+0.209751433349697i,-0.239393014232710-0.036735238528905i,0.057250614782047-0.247482416067499i,0.231368668605675+0.072821278792093i,-0.079227874414454+0.195229103753591i,-0.148353797041484-0.075238893497226i,0.063004873385487-0.101271223563691i,0.061927500157608+0.046785214641604i,-0.030908442079428+0.033810700449681i,-0.016413759434535-0.018203936347667i,0.009570722387307-0.007046031904121i,0.002653103484015+0.004495676965652i,-0.001887864366081+0.000864889639874i,-0.000238299560475-0.000708985207407i,0.000238172954071-0.000052609288101i,0.000007886881278+0.000071549943132i,-0.000018983447279-0.000000000000000i,0.000001636024979-0.000003955550883i,0.000003880156874+0.000005548521627i,-0.000001106505073+0.000025543884634i,-0.000052707938528+0.000080531446435i,-0.000297183483834+0.000144654763916i,-0.001024029621432-0.000088471791948i,-0.002345515629655-0.001695749371064i,-0.002903362401830-0.006784880551149i,0.002325382964157-0.016879952979363i,0.022370972121810-0.027721891969355i,0.063368474746615-0.023044043366179i,0.113353553315338+0.022424648262276i,0.132298582140977+0.120944406335218i,0.070414183947938+0.241621566748842i,-0.083620876689025+0.308626504518086i,-0.267332368764098+0.252207680854899i,-0.374091932337572+0.077537541537651i,-0.337267015420942-0.123067285899244i,-0.187852054222117-0.240099935401237i,-0.024191381981266-0.232510157666454i,0.071852679887135-0.144911404018119i,0.086354130084987-0.052071989908491i,0.056341880463725+0.001546226270152i,0.022848554132571+0.015393477725121i,0.004188535292348+0.009195988526900i,-0.000394362413432-0.001158430165079i,0.003468156888432-0.010140092601658i,0.013225791206600-0.017506318151395i,0.029202054571818-0.022686169750913i,0.051252904103821-0.023131549358954i,0.076296812912004-0.015852837027157i
0.482404965138505+0.000000000000000i,0.511772127036392+0.073850178823487i,0.481243696168575+0.143043906209380i,0.400094088551454+0.186898608912328i,0.292830570072701+0.195131878811915i,0.187349222729063+0.171597161256116i,0.103463615572285+0.129996115462773i,0.048376424840519+0.085691255151103i,0.018603028892572+0.050174359443355i,0.003205458133497+0.026729963926185i,-0.002829286368056+0.007391220902475i,0.008943989400736-0.000765270648161i,0.007297086145625+0.022141598700221i,-0.038560822978246+0.009726223402355i,-0.007207908521937-0.062633845847922i,0.090984703530012+0.000853978746652i,-0.015075665488913+0.117099071489355i,-0.133858004633238-0.033316946018815i,0.050777369807783-0.136147506468127i,0.123325545262320+0.062172222213637i,-0.064325579081402+0.099544944435714i,-0.071618056180293-0.057568455921364i,0.045148899077132-0.045923310770097i,0.026232751739301+0.031284764328317i,-0.019262480824894+0.013335257919279i,-0.006021106989337-0.010583672365406i,0.005206930174083-0.002406654810581i,0.000846526722465+0.002300285158545i,-0.000914735949765+0.000259181890424i,-0.000067570865395-0.000328125557484i,0.000106362953071-0.000014244147699i,0.000002038325712+0.000031211648070i,-0.000008387633605-0.000000000000000i,-0.000000278071371-0.000002251761405i,-0.000000538461847-0.000001910827978i,0.000000801341762-0.000008959575715i,0.000020176116515-0.000027329765157i,0.000106161864509-0.000044014837604i,0.000347880349895+0.000050039387717i,0.000760376316828+0.000605180957419i,0.000894193510220+0.002259316466094i,-0.000743739679715+0.005445059883634i,-0.006698006329416+0.009040905519728i,-0.018857261118235+0.008967433256976i,-0.035181946478635-0.001087880821253i,-0.047714792376184-0.025429754362832i,-0.045339017177809-0.061012268608693i,-0.020745552321133-0.096111567176336i,0.023594502028935-0.115234173223416i,0.074885672722300-0.106994627197438i,0.114795644709496-0.070370222627716i,0.127445697112852-0.016864620414287i,0.108060726800032+0.033326722827824i,0.067025158234997+0.061581580947242i,0.024137505267297+0.061681143765276i,-0.003850113972189+0.041776200515105i,-0.011543282557423+0.015601501502760i,-0.002438647240152-0.008181104427227i,0.019737237501090-0.029199264215435i,0.056809872350465-0.050637016757941i,0.114837162969754-0.072501835059562i,0.197670933746710-0.088223922980746i,0.299892561446961-0.086475606313241i,0.403624355931789-0.057384103668712i
0.035228137870243+0.000000000000000i,0.025322978607408+0.007367122705550i,0.010727667645056+0.010995866591397i,-0.003737319732642+0.009804206569614i,-0.013749163982111+0.005080029338953i,-0.017251135694144-0.000451306995174i,-0.015505924324908-0.003638960881930i,-0.013210265230134-0.004815324632853i,-0.008363784622917-0.009169483216080i,0.005930404534716-0.004790488033258i,-0.002373593426329+0.017660263236931i,-0.036354148167152-0.008184940074046i,0.020868967775917-0.057194222213737i,0.078919053122363+0.044503956344860i,-0.076679058641011+0.095945185696292i,-0.101092882510597-0.111025650353768i,0.138307065634459-0.090879710915052i,0.067815888057783+0.149801427654528i,-0.141839968029187+0.039322789429544i,-0.013951410776201-0.117757435031141i,0.085843958523321+0.002717630312483i,-0.009839703982924+0.054973771633794i,-0.030924643885204-0.010136454578494i,0.007342978860962-0.015283537832032i,0.006647091119962+0.004226129276262i,-0.002006653972031+0.002558848962020i,-0.000885010976252-0.000795131468743i,0.000262233601547-0.000283728609935i,0.000088611328397+0.000070829192093i,-0.000015088039621+0.000028283955901i,-0.000009290266758-0.000002315129344i,0.000000166457886-0.000002989620839i,0.000000706739146+0.000000000000000i,-0.000000879951529-0.000000343985990i,-0.000001887294448-0.000004578119460i,0.000004391044572-0.000020371589901i,0.000057510588892-0.000055558039479i,0.000274105535779-0.000049892637232i,0.000809186416434+0.000347643253114i,0.001386929697090+0.002110063150593i,0.000001439780106+0.006564640572291i,-0.008463864933251+0.012951304732759i,-0.030243005189360+0.013324778621719i,-0.063148630269013-0.010188959613719i,-0.083343716741344-0.075054710218514i,-0.046853593386479-0.171846738655459i,0.076650620461908-0.244415788099500i,0.255504221331908-0.214345423620279i,0.389717699842766-0.050972212880036i,0.379726969561859+0.177522668208907i,0.217024070734766+0.341318213964815i,-0.000337618516633+0.353028413642188i,-0.150125541809259+0.234739267642426i,-0.180541620586652+0.083295696661890i,-0.127037942956793-0.017949741448555i,-0.056502567391684-0.049525294963706i,-0.010504217865108-0.039417815886679i,0.006962951622295-0.021262415774501i,0.010011224951061-0.011322859082351i,0.011416716579845-0.010274472343765i,0.016420791195606-0.013101258442297i,0.024671015319989-0.015145572980249i,0.033074643901320-0.013669347636240i,0.037641470072101-0.008076214731555i
